k Linear Matter Galaxy Monopole Quadrupole Hexadecapole
0.0014599186524739786 22332.68017058647 6962.828393368856 7975.346246050272 11107.064099390458 6586.65147824224 430.9778388483192
0.0014939934636052578 22785.10880252975 7103.858172951306 8158.640877617874 11353.77210609356 6719.9913884714515 439.69027294092405
0.0015288635880587294 23245.069911424685 7247.233972454307 8344.985044492596 11604.577852375865 6855.54130606578 448.54623248465754
0.0015645475886160959 23712.606076109798 7392.968882675837 8534.395792227386 11859.5011020879 6993.3114761984325 457.54630684149396
0.0016010644613183177 24187.756458907093 7541.074929179359 8726.88878362566 12118.561629682126 7133.312148238572 466.69108560950906
0.0016384336455779846 24670.556639575196 7691.563020523905 8922.478231571673 12381.779220435885 7275.5535759629 475.9811582157126
0.0016766750345276991 25161.03844656424 7844.442895653423 9121.17683074852 12649.173670620014 7420.046017425377 485.4171142267158
0.0017158089856100047 25659.22978569941 7999.72307048427 9322.995688356035 12920.764787484864 7566.799735134566 494.9995432402679
0.0017558563314144689 26165.15446642901 8157.4107837337515 9527.944253817383 13196.572389634382 7715.824996120745 504.72903483641676
0.0017968383907677192 26678.831613696177 8317.511807565432 9736.030072559319 13476.614970417288 7867.131335081357 514.6061278764715
0.0018387769800823268 27200.270198489106 8480.028667468907 9947.256469349128 13760.892994862701 8020.718344236382 524.6306757584686
0.0018816944249705557 27729.469936238627 8644.960945169329 10161.622943151815 14049.393986580615 8176.578479162744 534.8020399461172
0.0019256135721291987 28266.424823617886 8812.306438093889 10379.126676679873 14342.105191861867 8334.70404148514 545.119571152788
